,kcat,MW,kcat_MW
MALTptspp,8.963858604431152,59665.89070000024,540.8431952889965
METabcpp,6.096632480621338,94594.12540000008,232.0215641027196
MNt2pp,7398.772633184972,20061.501899999992,1327696.2817756883
NO3tex,7398.772633184972,48842.04090000008,545341.2877238275
PA120abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA140abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA141abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA160abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA161abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA180abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PA181abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP120abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP140abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP141abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP160abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP161abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP180abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PGP181abcpp_num1,27.52594375610352,87329.29130000003,1134.7097411057616
PHEMEabcpp_num1,2.982091159591889,87329.29130000003,122.93158474916878
PROabcpp,3.3485169410705566,66268.83220000006,181.9054386151382
PROt4pp,23.314990997314453,56646.71450000013,1481.7093688696073
PSERtex_num1,7398.772633184972,41250.81990000006,645698.23203601
RIBabcpp,5.303709030151367,120919.5478,157.90128937734022
SPMDabcpp,9.464856147766112,133143.22440000018,255.9160053807286
THMabcpp,13.635243631888848,95618.53820000008,513.361509168102
TREptsp_num1,8.963858604431152,59665.89070000024,540.8431952889965
TREptspp_num1,8.963858604431152,59665.89070000024,540.8431952889965
TRPt2rpp,24.858963012695312,49267.6267000001,1816.4517521949751
URAt2pp_num1,39.805965423583984,50443.91170000011,2840.808150984493
URAt2rpp_num1,39.805965423583984,50443.91170000011,2840.808150984493
UREAtpp,7398.772633184972,175767.81819999998,151538.44288582003
VALt2rpp,74.26730346679688,44831.84830000004,5963.668744847812
XANt2pp_num1,39.805965423583984,50443.91170000011,2840.808150984493
XYLUt2pp,116.2490463256836,49820.40310000008,8400.103988168257
ALATRS_num1,2.3784637451171875,96224.45300000068,88.9843404193923
ARGTRS_num1,3.777397871017456,59722.31250000013,227.6976856122712
ASPTRS,1.9064096212387085,134018.70080000072,51.209828147053
CYSTRS_num1,3.93301773071289,51046.5241000001,277.37175214573284
FMETTRS_num1,12.649192307692308,33589.64190000001,1355.6885316985858
GLNTRS,101.5622667,116722.74150000016,3132.4158036503923
GLUTRS_num1,1.2668428571428572,87941.30590000008,51.859979096743
GLYTRS_num1,9.23196792602539,106086.52780000016,313.2828005865921
ILETRS_num1,17.51276111111111,117402.43270000065,537.0071007055005
LEUTRS_num1,9.063725185185186,106777.27010000052,305.5838628961775
LYSTRS_num1,3.009157657623291,117852.28380000018,91.91987815720064
METTRS_num1,6.187476190476191,67618.3354000002,329.4212162122261
PHETRS,20.840466666666668,254560.9390000012,294.72581415957006
PROTRS_num1,17.925,128661.6236000004,501.5481554983253
SERTRS_num1,1.803436206896552,92942.14300000011,69.85389119796365
SERTRS2,1.803436206896552,92942.14300000011,69.85389119796365
THRTRS_num1,30.48315789473684,155240.05940000064,706.9010978557521
TRPTRS,4.671538461538462,75652.13160000005,222.30092009117223
TYRTRS,5.905,92889.29820000018,228.8530585539504
VALTRS_num1,3.4234,101584.12620000068,121.32052970299524
ANPRT,1.1696190476190476,73265.38340000014,57.470914312154726
ANS,8.144157894736843,156517.12100000022,187.3211584376932
CHORM,1.05,11532.071499999993,327.7815265019821
CHORS,0.43915,174931.89720000015,9.037459864695268
DDPA,0.6887,90032.30260000011,27.53811608057214
DHQS,1568.34375,38857.68100000005,145300.42335773958
DHQTi,52.26,185368.90679999985,1014.9274937624014
IGPS,4.483666666666667,50476.53320000012,319.7763193451638
PHETA1_num1,2.85,36449.61920000005,281.48442220213883
PPND,39.026,36289.59930000002,3871.456359673829
PPNDH,1932.0,33739.434400000035,206144.534539085
PRAIi,4.483666666666667,50476.53320000012,319.7763193451638
PSCVT,5.67,45527.32590000005,448.3461217299384
SHK3Dr_num1,121.6825,28870.2389,15173.307069516492
SHKK,42.48888888888889,18381.7814,8321.28272399105
TRPS1,20.55881363636364,147740.78900000005,500.95663893407993
TRPS2,20.55881363636364,147740.78900000005,500.95663893407993
TRPS3,20.55881363636364,147740.78900000005,500.95663893407993
TYRTA_num1,2.85,36449.61920000005,281.48442220213883
INPSHE,4.483666666666667,50476.53320000012,319.7763193451638
ACHBS,64.40225,85593.6848000002,2708.7056777814923
ACLS,64.40225,85593.6848000002,2708.7056777814923
DHAD1,14.895461538461538,129346.78940000029,414.5728068489763
DHAD2,14.895461538461538,129346.78940000029,414.5728068489763
ILETA,18.805,41690.674299999984,1623.816384279494
IPMD,48.38842105263158,72288.42920000014,2409.767617269976
IPPMIa,3.2,73902.9218000001,155.88016981488255
IPPMIb,3.2,73902.9218000001,155.88016981488255
IPPS,2.584911764705882,272747.6844000011,34.11828178637743
KARA1,2.097142857142857,36158.381400000006,208.7956925448628
KARA2,2.097142857142857,36158.381400000006,208.7956925448628
THRD_L_num1,190.85,32059.913400000016,21430.50080727915
VALTA,18.805,41690.674299999984,1623.816384279494
LEUTAi,18.805,41690.674299999984,1623.816384279494
ALAR_reverse,275.128125,78346.4468000001,12642.069812411692
ALATA_L_reverse,52.828541666666666,46748.85590000004,4068.1797733578296
ASPTA_reverse,161.435,94590.00520000012,6144.052944824231
2METS_reverse,18.301538461538463,85189.59560000009,773.3988874756251
ALCD19_reverse_num1,292.8888888888889,37284.043600000055,28280.19437247945
ARAI_reverse_num1,90.25315789473684,7458.6584,43561.63682480118
DHACOAH_reverse,7398.772633184972,36529.61010000005,729150.4455303743
GUI1_reverse,67.86666666666666,57453.80120000014,4252.460148798638
HCO3E_reverse,2907913.636363636,22228.03730000002,470958769.3065945
MALGT_reverse,105.02,69449.90270000021,5443.808922715724
MAN1PG_reverse,104.49166666666667,37033.46390000001,10157.569948513508
MAN6PI_reverse,22925.15333333333,42833.65220000009,1926768.9716171296
MCITL2_reverse_num1,63.21666666666667,133657.83880000003,1702.7059695356977
MM_COA_ADD5_reverse,3.84,57996.135500000055,238.36070939588703
PGMT_reverse,142.13625,59206.42900000016,8642.482052075773
PMANM_reverse_num1,24.803846153846155,62579.15660000019,1426.8943687529002
UDPG4E_reverse,4496.622911923077,70526.10140000012,229529.8075688478
XYLI1_reverse,4.944916666666667,37328.38340000004,476.8944802468992
ACOTA_reverse,1.185,82411.52100000004,51.764607038377534
ARGSL_reverse,401.496,51040.99500000012,28318.131337369043
OCBT_reverse,1190.9444444444443,34328.29050000001,124894.07242693887
3OAR100_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR120_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR140_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR160_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR180_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR40_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR60_reverse,117.26209523809524,49743.12779999994,8486.469619571117
3OAR80_reverse,117.26209523809524,49743.12779999994,8486.469619571117
ALAALAr_reverse,1.5493431307692307,38559.13410000003,144.6514658836497
GLUR_reverse,3855.6993939393938,29230.0265,474871.8862154237
PGAMT_reverse,1.5664,46353.25000000006,121.6536057342256
G1PTT_reverse,6.081253846153846,30834.505299999983,710.0004891647753
GALUi_reverse_num1,104.56153846153846,32988.40869999999,11410.721319865865
PAPPT3_reverse,204.052,39267.773800000046,18707.126198226168
ACONTa_reverse,202.78,101724.64050000074,7176.314375866433
ACONTb_reverse,202.78,101724.64050000074,7176.314375866433
FUM_reverse,374.3333333333333,200973.2628000004,6705.36956620479
MDH_reverse,327.54545454545456,139630.61200000005,8444.879095449614
PYRC_reverse,5.78695,123101.8372000007,169.23402992071578
AMAOTr_reverse,58.97429411588235,91480.2828000001,2320.8002021740167
DHFR_reverse,55.85,16986.04969999999,11836.772148382452
DHPTPE_reverse,7398.772633184972,14020.71719999998,1899730.3133299013
G1SAT_reverse,0.51,92032.86340000026,19.94939559818145
GTHOr_reverse,233.7,50150.21280000008,16776.000599542793
ICHORS_reverse,10.242083333333332,40372.128000000055,913.2909714345486
IPDDI_reverse,2151.6445714285715,21120.492299999987,366749.0486073027
OHPBAT_reverse,1.07125,40045.63320000005,96.30263506483888
PY5PSH_reverse,0.016436,655015.6032000005,0.0903331152890618
RBFK_reverse,2.005416666666666,37168.53070000005,194.2368951377459
SERAT_reverse,1026.58444,19492.143799999994,189599.6675337477
MTHFC_reverse,2231.975,60298.613000000005,133255.30389894705
MTHFD_reverse,94.9512,60298.613000000005,5668.858751361328
GHMT2r_reverse,34.82536217391304,93080.48380000018,1346.912894173061
ENO_reverse,66.2408972972973,44948.82740000005,5305.3048113613295
FBA_reverse,7.543924240909091,37213.61340000001,729.7901167338059
GAPD_reverse_num1,6.45,39232.88790000006,591.850389886796
PGI_reverse,1473.84773,59165.712000000174,89677.81589444887
PGK_reverse,647.8,42696.70650000007,54619.66955226385
PGM_reverse_num1,148.6390909090909,23104.858,23159.66310083911
TPI_reverse,11085.09090909091,54404.93979999999,733505.5864307247
PRMICI_reverse,7.91625,26608.541200000007,1071.0282756876577
PRPPS_reverse,38.394,213301.1478000002,647.9965130314215
CAt6pp_reverse_num1,7398.772633184972,54060.67930000008,492697.8688457926
MG2t3_2pp_reverse_num1,7398.772633184972,47316.335600000086,562925.7029672824
NH4tpp_reverse_num1,7398.772633184972,45405.226000000046,586619.2909042203
PIt2rpp_reverse,7398.772633184972,43961.3903000001,605885.7851787694
MI2DH_reverse_num1,58.0,145723.70760000023,1432.8485284847343
UAGAAT_reverse_num1,9.166666666666666,51947.94010000007,635.2513677438376
ACACT1r_reverse,250225.12,42589.73690000003,21150880.41316356
ACOAD1f_reverse,2.8058578968048096,43527.88540000008,232.0601686866529
ACOAD2f_reverse,1.2939748764038086,43527.88540000008,107.01897214271068
ACOAD3f_reverse,3.160672426223755,43527.88540000008,261.4053182194212
ACOAD4f_reverse,1.0643441677093506,43527.88540000008,88.02722596199574
ACOAD5f_reverse,3.067969560623169,43527.88540000008,253.73827183995
ACOAD6f_reverse,3.160672426223755,43527.88540000008,261.4053182194212
ACOAD7f_reverse,3.067969560623169,43527.88540000008,253.73827183995
ACOAD8f_reverse,3.067969560623169,43527.88540000008,253.73827183995
ACOATA_reverse_num1,17.168145925555557,51947.94010000007,1189.755074272905
MCOATA_reverse_num1,92.33634818181818,51947.94010000007,6398.922706360497
ADK1_reverse,32.576099996,19426.71540000001,6036.736399895988
ADK2_reverse,32.576099996,19426.71540000001,6036.736399895988
ADK3_reverse,7398.772633184972,21799.99910000001,1221815.714637616
ADK4_reverse,7398.772633184972,21799.99910000001,1221815.714637616
CYTK1_reverse,91.2311111111111,24138.920399999995,13605.910892352918
CYTK2_reverse,91.2311111111111,24138.920399999995,13605.910892352918
DGK1_reverse,287.37857142857143,20656.945400000004,50083.05134712013
DTMPK_reverse,2.9716764705882355,22377.862399999987,478.0633244986641
GK1_reverse,287.37857142857143,20656.945400000004,50083.05134712013
NDPK1_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK2_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK3_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK4_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK5_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK6_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK7_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NDPK8_reverse,194.8532777777777,59198.19599999994,11849.546901733296
NNATr_reverse,14.133333333333333,24580.469,2069.936094384529
UMPK_reverse,147.5,157097.34600000008,3380.0698326246693
URIDK2r_reverse,2.9716764705882355,22377.862399999987,478.0633244986641
ATPS4rpp_reverse,107.38777777777776,471164.1362000007,820.5123656438419
G6PDH2r_reverse,1256.9841285714283,54242.36290000013,83424.51583828643
RPE_reverse,1332.4597777777778,23869.71479999999,200959.8874637581
RPI_reverse,2429.302,16987.623999999996,514815.209001565
TALA_reverse,154.62857142857143,38328.48000000005,14523.478550228356
TKT1_reverse,64521.705882352944,144810.49440000064,1604014.5580531184
TKT2_reverse,154.62857142857143,38328.48000000005,14523.478550228356
ADSL1r_reverse,123.31,52234.97390000013,8498.443989841811
ADSL2r_reverse,123.31,52234.97390000013,8498.443989841811
AICART_reverse,5.363333333333333,55758.90380000019,346.276534941491
AIRC3_reverse,14.725,16933.613399999984,3130.4600351865865
DHORTS_reverse,64.35333333333334,33893.59620000004,6835.273502196256
GARFT_reverse,6.3756,110167.4881000002,208.3387793971129
ORPT_reverse,262.62268,38889.66019999997,24310.87448791853
PRAGSr_reverse,203.34,43544.64990000001,16810.882661385225
ACALD_reverse,8.8213,38867.74190000004,817.0446351554057
ACKr_reverse,494.38461538461536,86182.93740000002,20651.241058588177
ALCD2x_reverse_num1,292.8888888888889,36811.41970000001,28643.28538787652
LDH_D_reverse,1220.20846,63722.110700000245,68936.04759391598
PTAr_reverse,366.3721052631579,35237.6429,37429.84690236952
ASAD_reverse,171.09833333333333,72422.99160000002,8504.951071366677
ASPK_reverse,19.021941176470587,126584.0,540.9766497763866
DAPE_reverse,71.69108333333334,58405.26679999999,4418.914836632509
HSDy_reverse,32.79856,46437.83800000008,2542.6424029473505
SDPTA_reverse,24.0,44323.21970000006,1949.3168723931824
ABUTtex_reverse,7398.772633184972,29894.043200000004,890999.6316411925
ACt2rpp_reverse,23.04429244995117,57267.730100000095,1448.6247782994294
ARGORNt7pp_reverse,38.082969665527344,53629.27280000007,2556.4152493206707
CTBTt2rpp_reverse,10.717292785644531,54274.90940000008,710.8672212416491
FRUURt2rpp_reverse,23.15348052978516,47232.63890000006,1764.7231204612297
ILEt2rpp_reverse,74.26730346679688,44831.84830000004,5963.668744847812
LEUt2rpp_reverse_num1,23.94058609008789,27333.03840000001,3153.1843867133475
LYSt2pp_reverse,38.082969665527344,53629.27280000007,2556.4152493206707
NO3tex_reverse,7398.772633184972,48842.04090000008,545341.2877238275
PSERtex_reverse_num1,7398.772633184972,41250.81990000006,645698.23203601
TRPt2rpp_reverse,24.858963012695312,49267.6267000001,1816.4517521949751
URAt2rpp_reverse_num1,39.805965423583984,50443.91170000011,2840.808150984493
UREAtpp_reverse,7398.772633184972,175767.81819999998,151538.44288582003
VALt2rpp_reverse,74.26730346679688,44831.84830000004,5963.668744847812
PHETA1_reverse_num1,2.85,36449.61920000005,281.48442220213883
PSCVT_reverse,5.67,45527.32590000005,448.3461217299384
SHK3Dr_reverse_num1,121.6825,28870.2389,15173.307069516492
TYRTA_reverse_num1,2.85,36449.61920000005,281.48442220213883
ILETA_reverse,18.805,41690.674299999984,1623.816384279494
IPPMIa_reverse,3.2,73902.9218000001,155.88016981488255
IPPMIb_reverse,3.2,73902.9218000001,155.88016981488255
KARA1_reverse,2.097142857142857,36158.381400000006,208.7956925448628
KARA2_reverse,2.097142857142857,36158.381400000006,208.7956925448628
LEUTAi_reverse,18.805,41690.674299999984,1623.816384279494
ADNUC_num2,14.496153846153849,24571.651799999985,2123.835803588666
ADNUC_num3,14.496153846153849,28829.106499999994,1810.1897762996527
ALCD19_num3,292.8888888888889,12076.66319999998,87308.88512316893
ARAI_num2,90.25315789473684,40744.81530000008,7974.299699943713
FFSD_num2,322071.52695652173,54595.53190000016,21237223.206602275
GNK_num2,9.4,53766.25510000012,629.3910546133596
MCITL2_num2,63.21666666666667,133097.44480000008,1709.8750493818636
MSDH_num2,1.8809090909090909,25097.803900000006,269.795427291259
PGLYCP_num2,22.739444444444445,25017.146199999992,3272.2357436596835
PMANM_num2,24.803846153846155,48814.1480000001,1829.2615934594608
RBK_num2,16.708571428571428,60213.00160000005,998.9679229486724
UDPGPpp_num2,349.05,59543.22070000021,21103.66193207946
ME1_num2,90.28821428571428,40932.37550000005,7940.843096892117
AMPTASEPG_num2,239.1273170731708,52787.107000000135,16308.117462535172
SPMDAT2_num2,1.9095,16178.071199999997,424.9085020716191
SPMDAT2_num3,1.9095,17177.082099999992,400.1960263087992
SPMDAT2_num4,1.9095,16649.546399999985,412.87611294923965
SPMDAT2_num6,1.9095,9419.612999999992,729.7752041405529
SSALy_num2,4.7780000000000005,47697.5973000001,360.6219384975177
SSALy_num3,4.7780000000000005,55879.63930000006,307.8187371191564
3OAS100_num2,0.1708571428571428,72794.94800000028,8.449565954572998
3OAS100_num3,0.1708571428571428,65266.35630000022,9.42423859941622
3OAS120_num2,0.1708571428571428,72794.94800000028,8.449565954572998
3OAS120_num3,0.1708571428571428,65266.35630000022,9.42423859941622
3OAS121_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS121_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS140_num2,0.1708571428571428,72794.94800000028,8.449565954572998
3OAS140_num3,0.1708571428571428,65266.35630000022,9.42423859941622
3OAS141_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS141_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS160_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS160_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS161_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS161_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS180_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS180_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS181_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS181_num3,0.4633789956569671,65266.35630000022,25.559330701675403
3OAS60_num2,0.1708571428571428,72794.94800000028,8.449565954572998
3OAS60_num3,0.1708571428571428,65266.35630000022,9.42423859941622
3OAS80_num2,54.98702621459961,72794.94800000028,2719.3273683299813
3OAS80_num3,0.4633789956569671,65266.35630000022,25.559330701675403
AACPS1_num2,16.423646926879883,72794.94800000028,812.2147286480285
AACPS1_num3,0.1734993308782577,65266.35630000022,9.569977957567176
AACPS2_num2,16.423646926879883,72794.94800000028,812.2147286480285
AACPS2_num3,0.1734993308782577,65266.35630000022,9.569977957567176
AACPS3_num2,21.46969985961914,72794.94800000028,1061.7621362217144
AACPS3_num3,0.1540224701166153,65266.35630000022,8.495661836415605
AACPS4_num2,16.423646926879883,72794.94800000028,812.2147286480285
AACPS4_num3,0.1734993308782577,65266.35630000022,9.569977957567176
AACPS5_num2,17.9578800201416,72794.94800000028,888.0886634125972
AACPS5_num3,0.178741842508316,65266.35630000022,9.859147492043084
AACPS6_num2,20.228748321533203,72794.94800000028,1000.3921420140208
AACPS6_num3,0.1540224701166153,65266.35630000022,8.495661836415605
AACPS7_num2,16.423646926879883,72794.94800000028,812.2147286480285
AACPS7_num3,0.1734993308782577,65266.35630000022,9.569977957567176
AACPS8_num2,0.016,72794.94800000028,0.7912637014315853
AACPS8_num3,0.016,65266.35630000022,0.8825373939252651
AACPS9_num2,0.016,72794.94800000028,0.7912637014315853
AACPS9_num3,0.016,65266.35630000022,0.8825373939252651
FA100ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA120ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA140ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA141ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA160ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA161ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
FA80ACPHi_num2,3.282793103448276,36257.034700000055,325.9520606193914
MI1PP_num2,108.48764705882353,29201.97669999999,13374.283988513862
TDPGDH_num2,79.22800000000001,41964.41010000003,6796.730832634768
TDPGDH_num3,79.22800000000001,65758.50510000018,4337.397870682423
UAGCVT_num2,0.5996874999999999,44196.98910000009,48.84665322145202
UAMDH_num2,30.20769230769231,38885.64590000006,2796.6024426430354
UDPGD_num2,8.88748,46982.94210000011,680.9903034999573
GALUi_num2,104.56153846153846,31965.24090000002,11775.964387039492
CS_num2,103.70476667142856,293573.0130000001,1271.7012241760203
ACPS1_num2,0.3851849019607843,72794.94800000028,19.048926953815783
ACPS1_num3,0.3851849019607843,65266.35630000022,21.24625497223933
BMOCOS_num2,4.605223655700684,44180.44000000003,375.2521514163836
BMOCOS_num3,3.562162399291992,42035.61430000005,305.06951904949693
BWCOS_num2,4.605223655700684,44180.44000000003,375.2521514163836
BWCOS_num3,3.562162399291992,42035.61430000005,305.06951904949693
DHPPDA2_num2,6.166667,25102.051100000008,884.3899293950524
DHPS2_num2,77.02221538461538,29019.54499999999,9554.938762293325
DMATT_num2,0.675,40156.58580000007,60.51311264614522
GRTT_num2,7.893761928571428,47595.6862,597.0613139906185
GTPDPDP_num2,3.89325,12130.043999999993,1155.4533520241157
MOCOS_num2,4.203670840061142,44180.44000000003,342.53201245211915
MOCOS_num3,4.203670840061142,42035.61430000005,360.0093700598089
NADDP_num2,109.25463121428572,74705.12960000036,5264.921893280896
NADPPPS_num2,7398.772633184972,38713.49620000007,688017.9806510436
NADPPPS_num3,7398.772633184972,14640.458699999985,1819313.316970453
PANTS_num2,2.227222222222222,28063.984400000016,285.7042637181624
TMPPP_num2,999.0,23130.145299999986,155485.40458152688
TMPPP_num3,999.0,19859.433499999992,181092.77890529967
UPP3MT_num2,38.0,26227.7399,5215.851633483677
WCOS_num2,7.36741753023539,44180.44000000003,600.326821300272
WCOS_num3,7.36741753023539,42035.61430000005,630.9579043988748
AMPTASECG_num2,239.1273170731708,52787.107000000135,16308.117462535172
MCPST_num2,478.5468181818182,30498.728500000005,56486.56944680645
MCPST_num3,478.5468181818182,26224.522700000005,65693.03720652827
GLNS_num2,127.194,50381.07030000004,9088.699332376023
G3PAT120_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT120_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT120_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT140_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT140_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT140_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT141_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT141_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT141_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT160_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT160_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT160_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT161_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT161_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT161_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT180_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT180_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT180_num5,0.029745,32647.44630000001,3.27995026061196
G3PAT181_num2,0.029745,36468.071600000025,2.9363219743157445
G3PAT181_num4,0.029745,39787.823900000025,2.691325875703394
G3PAT181_num5,0.029745,32647.44630000001,3.27995026061196
LPLIPAL1A180pp_num2,1034.85,33281.47760000002,111937.93871699968
GAPD_num2,6.45,144180.3724000001,161.04827316980894
GLCP_num2,88.96070909090909,94903.93900000058,3374.5549036407306
GLCP2_num2,88.96070909090909,94903.93900000058,3374.5549036407306
PGM_num2,148.6390909090909,40788.52830000008,13118.90253399327
PGM_num3,148.6390909090909,26261.725800000004,20375.68784884378
PGM_num5,148.6390909090909,27245.198199999995,19640.184789433
PYK_num2,2540.0,58546.45210000011,156183.67419398215
HSTPT_num2,2.85,79835.55380000017,128.5141708380055
CAt6pp_num2,7398.772633184972,59439.223900000114,448114.5568838063
CAt6pp_num3,7398.772633184972,110211.51420000078,241676.9397717404
CAt6pp_num4,7398.772633184972,102945.8825000007,258733.8204562549
CAt6pp_num5,7398.772633184972,16516.11209999999,1612702.8757249662
CAt6pp_num6,7398.772633184972,17368.61709999997,1533546.4721290874
CAt6pp_num7,7398.772633184972,13486.381899999978,1974998.3114052208
CAt6pp_num8,7398.772633184972,10045.804699999991,2651413.428280755
CAt6pp_num9,7398.772633184972,13770.982899999985,1934181.5811466824
CYANSTpp_num2,139.41538715384615,30498.728500000005,16456.272718183845
CYANSTpp_num3,139.41538715384615,26224.522700000005,19138.399561943068
CYANSTpp_num4,139.41538715384615,10985.42489999999,45687.3901849574
CYANSTpp_num5,139.41538715384615,20770.4874,24163.87175169737
FE3abcpp_num2,7398.772633184972,102758.22180000009,259206.3293125794
Kabcpp_num2,7398.772633184972,41981.05350000006,634466.7238869043
Kabcpp_num3,7398.772633184972,53635.20540000008,496606.3107398085
Kabcpp_num4,7398.772633184972,48463.67980000002,549598.82512813
Kabcpp_num5,7398.772633184972,37501.0385,710262.5032495005
MG2t3_2pp_num2,7398.772633184972,96721.91680000008,275383.10199685657
NAt3_1p5pp_num2,7398.772633184972,59439.223900000114,448114.5568838063
NAt3_1p5pp_num3,7398.772633184972,110211.51420000078,241676.9397717404
NAt3_1p5pp_num4,7398.772633184972,102945.8825000007,258733.8204562549
NAt3_1p5pp_num5,7398.772633184972,16516.11209999999,1612702.8757249662
NAt3_1p5pp_num6,7398.772633184972,17368.61709999997,1533546.4721290874
NAt3_1p5pp_num7,7398.772633184972,13486.381899999978,1974998.3114052208
NAt3_1p5pp_num8,7398.772633184972,10045.804699999991,2651413.428280755
NAt3_1p5pp_num9,7398.772633184972,13770.982899999985,1934181.5811466824
NAt3_2pp_num2,7398.772633184972,59439.223900000114,448114.5568838063
NAt3_2pp_num3,7398.772633184972,110211.51420000078,241676.9397717404
NAt3_2pp_num4,7398.772633184972,102945.8825000007,258733.8204562549
NAt3_2pp_num5,7398.772633184972,16516.11209999999,1612702.8757249662
NAt3_2pp_num6,7398.772633184972,17368.61709999997,1533546.4721290874
NAt3_2pp_num7,7398.772633184972,13486.381899999978,1974998.3114052208
NAt3_2pp_num8,7398.772633184972,10045.804699999991,2651413.428280755
NAt3_2pp_num9,7398.772633184972,13770.982899999985,1934181.5811466824
NH4tpp_num2,7398.772633184972,143096.6448000002,186137.0091289929
ZN2abcpp_num2,7398.772633184972,78050.33990000006,341261.5693101661
FE2tpp_num2,7398.772633184972,30792.109900000003,865013.1987047076
MI2DH_num2,58.0,35211.25800000003,5929.921617682612
MI2DH_num3,58.0,36224.43570000004,5764.064945806727
MI2DH_num4,58.0,38022.71920000005,5491.453646481962
UAGAAT_num2,9.166666666666666,36468.071600000025,904.9011519435531
UAGAAT_num4,9.166666666666666,39787.823900000025,829.3994686148185
UAGAAT_num5,9.166666666666666,32647.44630000001,1010.7988139948326
ACCOAC_num2,11.613,55812.93600000009,749.0521552207884
ACOATA_num2,17.168145925555557,36468.071600000025,1694.7790936112992
ACOATA_num4,17.168145925555557,39787.823900000025,1553.3728481189935
ACOATA_num5,17.168145925555557,32647.44630000001,1893.113622550012
KAS14_num2,0.1708571428571428,72794.94800000028,8.449565954572998
KAS14_num3,0.1708571428571428,65266.35630000022,9.42423859941622
KAS15_num2,10.381983333333334,72794.94800000028,513.4304100333976
KAS15_num3,10.381983333333334,65266.35630000022,572.6555321734711
MCOATA_num2,92.33634818181818,36468.071600000025,9115.12012756236
MCOATA_num4,92.33634818181818,39787.823900000025,8354.587430818132
MCOATA_num5,92.33634818181818,32647.44630000001,10181.833225177716
HSST_num2,0.8935,38835.93250000002,82.82535767616751
SHSL1_num2,63.396523809523806,40601.44990000005,5621.165901129197
MPTG_num2,7398.772633184972,28152.784200000016,946108.2531036444
